input_images,registered_images,rejected_images,points3d,initial_image1,initial_image2,initial_pair_score,lowe_ratio,min_triangulation_angle_deg,median_track_length,mean_track_length,bundle_adjustment_enabled
18,10,8,1072,IMG_20260518_203931.jpg,IMG_20260518_203933.jpg,7,0.7,1.0,2.0,2.486940298507463,False
