image_i,image_j,filtered_matches,essential_inliers,pose_inliers,triangulated_points,positive_depth_points,kept_points,median_reprojection_error_px,mean_reprojection_error_px,focal_length_px
IMG_20260516_153315.jpg,IMG_20260516_153316.jpg,494,452,452,452,452,452,0.10145001307622628,0.14707703701523422,1920.0
