image_i,image_j,keypoints_i,keypoints_j,raw_matches,filtered_matches,ransac_inliers,inlier_ratio,mean_epipolar_error_all,median_epipolar_error_all,mean_epipolar_error_inliers,median_epipolar_error_inliers,max_epipolar_error_inliers,fundamental_matrix
IMG_20260516_152840.jpg,IMG_20260516_152841.jpg,768,709,768,414,401,0.9685990338164251,0.7945218808376991,0.138621875450479,0.19404758907326028,0.13232954981911946,0.9945251806894567,"[[-2.560707192012805e-07, -0.0002975419044888272, 0.24497928145632886], [0.00029750892999098633, 1.534217037938258e-07, -0.2550964678188783], [-0.24549589508371455, 0.2545497350675996, 1.0]]"
IMG_20260516_152840.jpg,IMG_20260516_152842.jpg,768,738,768,158,115,0.7278481012658228,10.823796058927034,0.40367289128955997,0.3271855198058143,0.2636051505840324,0.9673331091353485,"[[-9.22429556519392e-08, 1.087079506536509e-06, 0.0005354682412285727], [1.95521064560752e-06, 3.1331464793199696e-08, -0.03250676717108352], [-0.001744372160780436, 0.03051012379069686, 1.0]]"
IMG_20260516_152840.jpg,IMG_20260516_152843.jpg,768,656,768,127,76,0.5984251968503937,18.90324439582162,0.8051941725991199,0.38647743449863914,0.2879052977661079,0.9257336496380916,"[[-1.527885079156914e-08, 1.5864472256053212e-06, -0.00033518501150941907], [1.1999972919477858e-06, -4.4801507548453104e-08, -0.021912946289209784], [-0.00047530626427341673, 0.01984667408108415, 1.0]]"
IMG_20260516_152840.jpg,IMG_20260516_152845.jpg,768,557,768,100,64,0.64,9.839426887740512,0.7202100154893285,0.3919200186021502,0.3422750148088237,0.8891095811772786,"[[7.888716619134837e-08, -2.823300268629077e-06, 0.001041467461875859], [1.4920981920411494e-06, 5.20510075047014e-07, -0.010955241024277673], [-0.0009709085581845471, 0.01044169858957994, 1.0]]"
IMG_20260516_152840.jpg,IMG_20260516_152846.jpg,768,822,768,57,31,0.543859649122807,20.595419515236465,0.7134926442894289,0.3255400051715595,0.3591807845767066,0.8128956260682572,"[[-8.380242905777635e-05, 0.0008639345113143419, -0.6014077514390884], [-0.000547593846244634, -7.660941907497658e-05, 1.4362922323070748], [0.580460869572139, -1.5432958231697134, 1.0]]"
IMG_20260516_152840.jpg,IMG_20260516_152853.jpg,768,442,768,73,37,0.5068493150684932,13.035256972601744,0.858620794860668,0.3685006790533362,0.33706237358530233,0.858620794860668,"[[7.705047569579047e-07, -5.888321201521631e-06, 0.006161709117310258], [4.89746304752621e-06, 1.0284080640164031e-07, -0.010311634726547276], [-0.006993347132391511, 0.01026378332491543, 0.9999999999999999]]"
IMG_20260516_152840.jpg,IMG_20260516_152853_1.jpg,768,453,768,112,62,0.5535714285714286,9.006246740700115,0.7212313019006655,0.3456745688627687,0.3151285273894082,0.8347031211529581,"[[4.2801897313449244e-07, -3.4435021210698994e-06, 0.004733827411562089], [3.073290312663664e-06, 1.5805834010576166e-07, -0.006671688550108644], [-0.005155914078945897, 0.00597238150248884, 0.9999999999999999]]"
IMG_20260516_152840.jpg,IMG_20260516_152854.jpg,768,427,768,120,66,0.55,7.168910593778801,0.788385891235372,0.38389546656823076,0.3903612224140087,0.8202590100337317,"[[6.956461254703928e-07, -1.0117924349464263e-05, 0.013040014471909795], [9.987401375717923e-06, 3.7163835804360016e-07, -0.010954249120800126], [-0.01399888174367034, 0.0100278776429838, 0.9999999999999999]]"
IMG_20260516_152840.jpg,IMG_20260516_152854_1.jpg,768,409,768,134,79,0.5895522388059702,10.991830200199853,0.5421217111463934,0.2564493784322768,0.21344915684903024,0.8142886525062387,"[[7.589301219680716e-07, -2.5518789619793784e-05, 0.034687367612832684], [2.5651076430310996e-05, 1.0818372883055e-06, -0.013490851063469022], [-0.03512890394172721, 0.011244556342492426, 0.9999999999999999]]"
IMG_20260516_152840.jpg,IMG_20260516_152855.jpg,768,380,768,110,55,0.5,27.382329096770718,0.8503907276463155,0.3294679854380995,0.32936038015535374,0.8403849678319103,"[[3.2228774311034936e-07, 4.68683413634381e-06, -0.007459682846115391], [-4.409755938810754e-06, -4.168681219335927e-08, -0.0005453156380955106], [0.006837873234345882, -3.1801755036333385e-05, 1.0]]"
IMG_20260516_152840.jpg,IMG_20260516_152855_1.jpg,768,378,768,86,41,0.47674418604651164,14.953678063685494,1.0051575675808144,0.35033297862783197,0.3426728239423263,0.8095689931121836,"[[1.538792613407452e-07, 1.8942863042574837e-06, -0.0032551775217860594], [-1.5998234013085552e-06, 2.3582569356450703e-08, -0.002895379292437879], [0.002805030813066643, 0.00214659025300908, 1.0]]"
IMG_20260516_152840.jpg,IMG_20260516_152856.jpg,768,376,768,67,33,0.4925373134328358,23.545454350589914,1.0042816295613675,0.37219051545680615,0.4359952355149828,0.8262461916268411,"[[2.1840837757118002e-07, 1.8815724809190596e-06, -0.003352648152008878], [-1.6445161958638235e-06, -7.212730583810574e-08, -0.0033957105563218472], [0.0030503174378312915, 0.0027414937007895377, 1.0]]"
IMG_20260516_152840.jpg,IMG_20260516_153313.jpg,768,929,768,5,0,0.0,,,,,,
IMG_20260516_152840.jpg,IMG_20260516_153314.jpg,768,925,768,5,0,0.0,,,,,,
