image_k,new_points,total_points
IMG_20260516_153316_1.jpg,264,716
IMG_20260516_153317.jpg,227,943
IMG_20260516_153314_1.jpg,132,1075
IMG_20260516_153314.jpg,206,1281
IMG_20260516_153313.jpg,159,1440
