image_k,anchor_matches,pnp_correspondences,pnp_inliers,median_reprojection_error_px,mean_reprojection_error_px,focal_length_px
IMG_20260516_153316_1.jpg,938,323,313,1.048202764652039,1.2759021120233223,1920.0
IMG_20260516_153317.jpg,1505,488,462,0.8693822424550786,1.1740073368232753,1920.0
IMG_20260516_153314_1.jpg,1583,470,373,1.5545183114619634,1.7677423217376564,1920.0
IMG_20260516_153314.jpg,1827,456,368,2.484726548257594,2.5226283584381326,1920.0
IMG_20260516_153313.jpg,2176,530,445,2.5772240966606734,2.5917843255971684,1920.0
