image_i,image_j,filtered_matches,essential_inliers,pose_inliers,triangulated_points,positive_depth_points,kept_points,median_reprojection_error_px,mean_reprojection_error_px,focal_length_px
IMG_20260518_203942.jpg,IMG_20260518_203946.jpg,62,36,36,36,36,36,0.21373241944391863,0.20055135035543853,1920.0
