image_i,image_j,keypoints_i,keypoints_j,raw_matches,filtered_matches,ransac_inliers,inlier_ratio,mean_epipolar_error_all,median_epipolar_error_all,mean_epipolar_error_inliers,median_epipolar_error_inliers,max_epipolar_error_inliers,fundamental_matrix
IMG_20260518_203441.jpg,IMG_20260518_203443.jpg,552,758,552,60,31,0.5166666666666667,8.550778443938688,0.9266060104350787,0.2949688846833061,0.21647987053123144,0.9390330291857681,"[[7.163603522503963e-07, 4.5616090886946445e-06, -0.023933623409187737], [-4.7667882681858365e-06, -9.512889216812542e-08, -0.003266384191102499], [0.02301622121421224, 0.003209475282126234, 1.0]]"
IMG_20260518_203441.jpg,IMG_20260518_203445.jpg,552,833,552,68,44,0.6470588235294118,12.580778213053252,0.7046658171837361,0.3353264993328428,0.22847626120962353,0.8659665343695735,"[[1.1445476822151914e-06, 7.99296875531522e-06, -0.03873544077014298], [-1.0775364398799747e-05, -2.1114909080881666e-07, 0.002318221678295917], [0.038016557987190974, -0.0011558620231911544, 1.0]]"
IMG_20260518_203441.jpg,IMG_20260518_203447.jpg,552,764,552,44,31,0.7045454545454546,3.7357903459350634,0.3340566882459948,0.21508694828495487,0.12666094690370733,0.7566069670610136,"[[-9.143145768116106e-06, -6.275290561151742e-05, 0.3004266097579566], [0.00010105157660116926, 4.9683809371781754e-06, -0.021668599530417606], [-0.2966129433067858, -0.0015154178903700219, 1.0]]"
IMG_20260518_203441.jpg,IMG_20260518_203449.jpg,552,590,552,33,23,0.696969696969697,15.029282606767236,0.3016476056389708,0.1938479877396323,0.11225608007393022,0.7673868724178909,"[[-4.180054744390353e-06, -9.494166577836381e-06, 0.04931890199596973], [1.9411119216462007e-05, 1.256123035998761e-06, -0.006877886430950684], [-0.04826999306895605, -1.8712694978841426e-05, 1.0]]"
IMG_20260518_203441.jpg,IMG_20260518_203451.jpg,552,452,552,29,17,0.5862068965517241,10.531901575709544,0.44625354724910815,0.1508509647156874,1.5108384980360485e-12,0.5324899374343989,"[[-9.204855596924088e-06, -3.251013215573113e-05, 0.028642022658055467], [2.60946447605496e-05, -1.821563782385916e-06, -0.019049325394926986], [-0.020245269068790574, 0.02225122255827674, 1.0]]"
IMG_20260518_203441.jpg,IMG_20260518_203453.jpg,552,347,552,20,16,0.8,0.7725147878988979,0.09192300840183859,0.1539459467591741,0.038953019826381025,0.6639478133974457,"[[-1.6781226222063586e-06, -5.839668733593025e-06, 0.012830974913219443], [8.904699518522137e-06, -5.102704256127345e-07, -0.006019878753610235], [-0.013505771168483444, 0.0048999834796025175, 1.0]]"
IMG_20260518_203441.jpg,IMG_20260518_203455.jpg,552,485,552,17,13,0.7647058823529411,1.858833762632794,0.06118728938869153,0.10725825437551312,1.6497489985833235e-13,0.46762513042001863,"[[1.1839928654345707e-06, 5.354567356717847e-06, -0.026571652458550945], [-1.1316696284097646e-05, 2.4755549981634056e-07, 0.006400830363851724], [0.026381445540498597, -0.0038844014323636124, 1.0]]"
IMG_20260518_203441.jpg,IMG_20260518_203457.jpg,552,587,552,11,7,0.6363636363636364,39.30717490662219,7.309023681863725e-14,4.8834698042930995e-14,3.1134643013335434e-14,1.3903601034248148e-13,"[[2.6993264872267827e-06, -3.867548558719983e-06, -0.0015252408781359875], [3.2042977445066814e-06, 3.6291234194927955e-07, -0.0007724230844102363], [-0.0029172106895203782, 0.0010858237902248045, 1.0]]"
IMG_20260518_203441.jpg,IMG_20260518_203505.jpg,552,643,552,5,0,0.0,,,,,,
IMG_20260518_203441.jpg,IMG_20260518_203506.jpg,552,481,552,2,0,0.0,,,,,,
IMG_20260518_203441.jpg,IMG_20260518_203507.jpg,552,459,552,9,7,0.7777777777777778,0.6909010704068337,0.0,1.0923885066436426e-13,0.0,6.360907042479464e-13,"[[-2.9740896792148896e-05, -8.798415432288673e-06, 0.05015545436764154], [2.6967853847179743e-05, 4.197270474397266e-06, -0.011136118649216683], [-0.03269459608497486, -0.003712361080189466, 1.0]]"
IMG_20260518_203441.jpg,IMG_20260518_203510.jpg,552,469,552,15,11,0.7333333333333333,18.579915637932235,1.8225948111280323e-13,0.03354059518958629,0.0,0.31270228971417563,"[[-7.412800370227812e-08, -5.900618504069288e-07, -0.0059983579768629735], [-1.3648719448940241e-06, -1.8961468958215528e-06, -0.00579366576349097], [0.007284841437227105, 0.007556126384316953, 0.9999999999999999]]"
IMG_20260518_203441.jpg,IMG_20260518_203512.jpg,552,601,552,11,8,0.7272727272727273,47.94607512434231,4.6870452251119046e-14,3.7957635616649515e-14,4.4067730438186624e-14,8.38347883799243e-14,"[[-3.7704114122041174e-06, 1.071170958467997e-05, -0.002407553351167632], [-4.361603997786732e-06, -2.3844093651313115e-07, -0.0005105540145667318], [0.0039409947121562695, -0.002775714496545797, 1.0]]"
IMG_20260518_203441.jpg,IMG_20260518_203514.jpg,552,742,552,9,8,0.8888888888888888,4.251630327810526,5.0153372476665786e-14,5.6527334919250387e-14,4.9281844273308536e-14,1.7762827604331816e-13,"[[-1.7877296775175563e-05, 0.0001357503238363478, -0.06655085883170767], [-8.982373338723326e-05, 6.9678720809839975e-06, 0.045657310341661254], [0.07011323138370978, -0.07052367894393552, 1.0]]"
IMG_20260518_203441.jpg,IMG_20260518_203515.jpg,552,733,552,19,14,0.7368421052631579,46.386365448653024,0.056978226743522695,0.11632054884613215,3.2638885758180227e-13,0.4756279262129486,"[[-1.5610002144362231e-06, 4.680776520794604e-07, 0.0010606236428546932], [1.2850370458130107e-07, 1.5231606309990883e-06, -0.001838813497365032], [0.00034060133460522775, -0.0012001062104328064, 1.0]]"
IMG_20260518_203441.jpg,IMG_20260518_203517.jpg,552,747,552,15,11,0.7333333333333333,21.335154359935302,0.36464158971287963,0.2173011791762827,2.740601798699134e-13,0.7385459999025417,"[[6.750607141651084e-06, -1.3093111706802528e-05, 0.001034484395610292], [1.2067835473445417e-05, -4.371612494255726e-06, -0.00230716531245339], [-0.010312532108552139, 0.008185083561306913, 1.0]]"
IMG_20260518_203443.jpg,IMG_20260518_203445.jpg,758,833,758,163,115,0.7055214723926381,6.035492112813284,0.5232957400141511,0.3813131451098891,0.3719618051920867,0.9329909715318947,"[[3.7674213503656767e-07, -1.834351692908034e-05, 0.0784636403728726], [2.2774377389073377e-05, -5.975964295020791e-08, -0.014751281690002564], [-0.07988480614799612, 0.012034968448837434, 1.0]]"
IMG_20260518_203443.jpg,IMG_20260518_203447.jpg,758,764,758,115,67,0.5826086956521739,10.61560263601449,0.6462074180942136,0.3507779203592641,0.3139184058520171,0.8850044914774038,"[[9.21851715299542e-07, -1.0756301738937566e-06, 0.017131557051674493], [3.970226030551309e-06, 1.7183629614825328e-07, -0.0012581656995103085], [-0.018752039916402494, -0.0004951727117651558, 1.0]]"
IMG_20260518_203443.jpg,IMG_20260518_203449.jpg,758,590,758,61,37,0.6065573770491803,8.438657009885468,0.5665250633118213,0.29001363232592625,0.23266362802816806,0.7991997215482937,"[[-2.3696350757399343e-07, -5.06332170101661e-06, 0.016363797495991393], [7.69439315562148e-06, 1.0262952683841602e-07, -0.0044168853107088455], [-0.017016041427201804, 0.0025070457975810844, 1.0]]"
IMG_20260518_203443.jpg,IMG_20260518_203451.jpg,758,452,758,35,22,0.6285714285714286,19.378366765750815,0.5972753459352933,0.1873568821342385,0.05360549629075316,0.6868642951673382,"[[-1.1478688211869537e-06, -8.157681474538563e-06, 0.00016141381356170656], [7.0877493830490026e-06, -5.461560594064603e-07, -0.005203878282124441], [-0.0007158541506276452, 0.005796744229318464, 1.0]]"
IMG_20260518_203443.jpg,IMG_20260518_203453.jpg,758,347,758,34,17,0.5,33.77110377625528,0.8629963029822607,0.2297302025222665,0.0017925498052879531,0.697187688768235,"[[-1.6372980101390087e-06, -4.866672706455304e-06, 0.0009160263250729288], [4.840117025477053e-06, -1.5763055972138086e-07, -0.003974784657125953], [-0.0008077062087817614, 0.003891789748029105, 1.0]]"
