image_i,image_j,filtered_matches,essential_inliers,pose_inliers,triangulated_points,positive_depth_points,kept_points,median_reprojection_error_px,mean_reprojection_error_px,focal_length_px
IMG_20260518_203445.jpg,IMG_20260518_203447.jpg,250,199,199,199,199,199,0.19361798692595733,0.22395376048250457,1920.0
