image_i,image_j,filtered_matches,essential_inliers,pose_inliers,triangulated_points,positive_depth_points,kept_points,median_reprojection_error_px,mean_reprojection_error_px,focal_length_px
similar12.jpg,similar14.jpg,84,34,34,34,34,34,0.2556900378627718,0.2923359294831592,1920.0
