input_images,registered_images,rejected_images,points3d,initial_image1,initial_image2,initial_pair_score,lowe_ratio,min_triangulation_angle_deg,median_track_length,mean_track_length,bundle_adjustment_enabled
15,2,13,53,IMG_20260516_152221.jpg,IMG_20260516_152222.jpg,2,0.7,1.0,2.0,2.0,False
