image_k,new_points,total_points
IMG_20260518_203937.jpg,185,378
IMG_20260518_203940.jpg,165,543
IMG_20260518_203935.jpg,168,711
IMG_20260518_203942.jpg,44,755
IMG_20260518_203929.jpg,142,897
IMG_20260518_203926.jpg,29,926
IMG_20260518_203924.jpg,50,976
IMG_20260518_203922.jpg,96,1072
